Date,Porcentaje,WUA,Area,Vulnerabilidad - Fenomeno nina,Vulnerabilidad - Fenomeno nino,Individuos totales,Individuos maduros,Individuos reproductibles,Huevos esperados,Pre-reclutas,Peso por individuo
2034-11-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,4.295044241573351
2034-12-01,0.05,15855.828971048715,25083.372023589,1.0,1.0,63423.31588419486,15855.828971048715,792.7914485524358,15554568220.59879,77772.84110299395,7.058914883233626
2035-01-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,15.00274972687972
2035-02-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,6.0040444594927695
2035-03-01,0.05,15855.828971048715,25083.372023589,1.0,1.0,63423.31588419486,15855.828971048715,792.7914485524358,15554568220.59879,77772.84110299395,11.154938621438998
2035-04-01,0.3,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,5013.077444466656,16392763243.405966,491782.89730217896,13.047519829133515
2035-05-01,0.3,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,6035.863137510332,19737272459.658787,592118.1737897636,5.9135591410846935
2035-06-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,7.041184792747995
2035-07-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,7.360400682683534
2035-08-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,0.7592757555562106
2035-09-01,0.05,20851.410474039392,32080.268656794,0.216,1.0,83405.64189615757,20851.410474039392,1042.5705237019697,20455233675.032642,102276.16837516324,11.88612755932986
2035-10-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,11.58986737468215
2035-11-01,0.05,20851.410474039392,32080.268656794,0.216,1.0,83405.64189615757,20851.410474039392,1042.5705237019697,20455233675.032642,102276.16837516324,19.615811071664112
2035-12-01,0.05,15855.828971048715,25083.372023589,1.0,1.0,63423.31588419486,15855.828971048715,792.7914485524358,15554568220.59879,77772.84110299395,5.048700405012476
2036-01-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,1.4415132482338562
2036-02-01,0.05,16025.966095349888,25556.819196126,1.0,1.0,64103.86438139955,16025.966095349888,801.2983047674944,15721472739.53824,78607.36369769121,6.762649608286342
2036-03-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,7.966493450333219
2036-04-01,0.3,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,5013.077444466656,16392763243.405966,491782.89730217896,11.09565030876097
2036-05-01,0.3,17341.944512703678,26880.917642639004,0.216,1.0,69367.77805081471,17341.944512703678,5202.583353811103,17012447566.962309,510373.42700886924,5.509548664988185
2036-06-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,6.86446855396266
2036-07-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,4.108825278443799
2036-08-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,5.233354534512538
2036-09-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,3.398144655425673
2036-10-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,7.297991591514981
2036-11-01,0.05,23015.285063549407,35836.900702644,0.216,1.0,92061.14025419763,23015.285063549407,1150.7642531774704,22577994647.34197,112889.97323670985,3.9911547375250023
2036-12-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,6.128632764503086
2037-01-01,0.05,15631.75989034555,24850.010023474,1.0,1.0,62527.0395613822,15631.75989034555,781.5879945172775,15334756452.428984,76673.78226214493,3.999029349683521
2037-02-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,6.089526530648561
2037-03-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,24.080265409935947
2037-04-01,0.3,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,5170.314545678794,16906928564.36966,507207.8569310898,6.110448743203022
2037-05-01,0.3,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,5170.314545678794,16906928564.36966,507207.8569310898,10.589609012607125
2037-06-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,4.753746395420002
2037-07-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,6.555211592820552
2037-08-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,0.9438374736565867
2037-09-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,15.317594260081604
2037-10-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,6.522894185218412
2037-11-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,2.713177160753874
2037-12-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,17.365857929643575
2038-01-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,6.250185837955738
2038-02-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,9.217554328741125
2038-03-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,6.316388173367468
2038-04-01,0.3,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,4859.796302164925,15891533908.079304,476746.01724237914,11.45119873057354
2038-05-01,0.3,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,4859.796302164925,15891533908.079304,476746.01724237914,13.872505117124916
2038-06-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,7.4301698266721345
2038-07-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,4.8666757018496245
2038-08-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,4.136497598403719
2038-09-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,6.238741485745457
2038-10-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,15.999803912934293
2038-11-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,2.6800810134918223
2038-12-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,22.281126824570016
2039-01-01,0.05,16025.966095349888,25556.819196126,1.0,1.0,64103.86438139955,16025.966095349888,801.2983047674944,15721472739.53824,78607.36369769121,12.21839221732139
2039-02-01,0.05,16025.966095349888,25556.819196126,1.0,1.0,64103.86438139955,16025.966095349888,801.2983047674944,15721472739.53824,78607.36369769121,13.045615936041731
2039-03-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,9.502755304122017
2039-04-01,0.3,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,5013.077444466656,16392763243.405966,491782.89730217896,4.7395462097938985
2039-05-01,0.3,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,6035.863137510332,19737272459.658787,592118.1737897636,10.720215159746314
2039-06-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,2.2819912045928006
2039-07-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,6.990359745298065
2039-08-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,11.041089549063368
2039-09-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,7.908464689083273
2039-10-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,5.287325024346339
2039-11-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,2.1002165993915467
2039-12-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,7.467166688223344
2040-01-01,0.05,16424.59664958067,26030.267722504,0.216,1.0,65698.38659832269,16424.59664958067,821.2298324790336,16112529313.238638,80562.6465661932,0.9339358441324968
2040-02-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,7.838270898639572
2040-03-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,5.435044436180397
2040-04-01,0.3,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,5397.012458090629,17648230737.956356,529446.9221386907,12.21397562668625
2040-05-01,0.3,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,5170.314545678794,16906928564.36966,507207.8569310898,5.1072680127349965
2040-06-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,12.79265561981853
2040-07-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,5.990384157083701
2040-08-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,18.347507583499187
2040-09-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,9.053659548707085
2040-10-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,4.566510980408193
2040-11-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,9.471349872903126
2040-12-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,9.466191849167553
2041-01-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,3.038937809421621
2041-02-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,3.1803464738000136
2041-03-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,6.082366020938116
2041-04-01,0.3,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,5397.012458090629,17648230737.956356,529446.9221386907,17.195822755361903
2041-05-01,0.3,20851.410474039392,32080.268656794,0.216,1.0,83405.64189615757,20851.410474039392,6255.423142211817,20455233675.032642,613657.0102509793,4.493994373368577
2041-06-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,12.027729007254297
2041-07-01,0.05,17341.944512703678,26880.917642639004,0.216,1.0,69367.77805081471,17341.944512703678,867.0972256351839,17012447566.962309,85062.23783481155,5.902020691667054
2041-08-01,0.05,17341.944512703678,26880.917642639004,0.216,1.0,69367.77805081471,17341.944512703678,867.0972256351839,17012447566.962309,85062.23783481155,2.3238025938497753
2041-09-01,0.05,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,899.5020763484381,17648230737.956356,88241.15368978179,1.8236028154211423
2041-10-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,5.513931592874439
2041-11-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,7.924271708358322
2041-12-01,0.05,16660.36566179785,26012.969913649995,0.216,1.0,66641.4626471914,16660.36566179785,833.0182830898925,16343818714.22369,81719.09357111846,0.7450762738149703
2042-01-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,11.393133015829637
2042-02-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,3.536628812302837
2042-03-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,3.522534498543724
2042-04-01,0.3,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,5170.314545678794,16906928564.36966,507207.8569310898,5.174414459776821
2042-05-01,0.3,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,6035.863137510332,19737272459.658787,592118.1737897636,7.117843099594413
2042-06-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,3.4973740672916773
2042-07-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,2.251585373868072
2042-08-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,14.544703839128143
2042-09-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,9.635933363579646
2042-10-01,0.05,17341.944512703678,26880.917642639004,0.216,1.0,69367.77805081471,17341.944512703678,867.0972256351839,17012447566.962309,85062.23783481155,15.872699742634852
2042-11-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,20.099641692253766
2042-12-01,0.05,16424.59664958067,26030.267722504,0.216,1.0,65698.38659832269,16424.59664958067,821.2298324790336,16112529313.238638,80562.6465661932,10.46632271733922
2043-01-01,0.05,16025.966095349888,25556.819196126,1.0,1.0,64103.86438139955,16025.966095349888,801.2983047674944,15721472739.53824,78607.36369769121,2.1288737566631952
2043-02-01,0.05,16025.966095349888,25556.819196126,1.0,1.0,64103.86438139955,16025.966095349888,801.2983047674944,15721472739.53824,78607.36369769121,3.951064999061833
2043-03-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,11.46137561138003
2043-04-01,0.3,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,4859.796302164925,15891533908.079304,476746.01724237914,6.315337232522082
2043-05-01,0.3,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,5397.012458090629,17648230737.956356,529446.9221386907,10.159459845254357
2043-06-01,0.05,20851.410474039392,32080.268656794,0.216,1.0,83405.64189615757,20851.410474039392,1042.5705237019697,20455233675.032642,102276.16837516324,1.0561486667326263
2043-07-01,0.05,17341.944512703678,26880.917642639004,0.216,1.0,69367.77805081471,17341.944512703678,867.0972256351839,17012447566.962309,85062.23783481155,7.767857586650816
2043-08-01,0.05,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,835.5129074111094,16392763243.405966,81963.81621702983,2.902442202639709
2043-09-01,0.05,17341.944512703678,26880.917642639004,0.216,1.0,69367.77805081471,17341.944512703678,867.0972256351839,17012447566.962309,85062.23783481155,7.68545475276094
2043-10-01,0.05,19207.857956883792,29724.880684374995,0.216,1.0,76831.43182753517,19207.857956883792,960.3928978441896,18842908655.703,94214.54327851502,7.534960765441781
2043-11-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,0.6542367765203871
2043-12-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,1.7091981043944142
2044-01-01,0.05,15631.75989034555,24850.010023474,1.0,1.0,62527.0395613822,15631.75989034555,781.5879945172775,15334756452.428984,76673.78226214493,7.494101481020843
2044-02-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,1.6044022313425557
2044-03-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,1.3236675624035423
2044-04-01,0.3,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,4859.796302164925,15891533908.079304,476746.01724237914,20.589981488275484
2044-05-01,0.3,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,6035.863137510332,19737272459.658787,592118.1737897636,2.7625550149058453
2044-06-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,4.531347938293707
2044-07-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,1.8248336818408166
2044-08-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,1.464239931394018
2044-09-01,0.05,25503.44713851221,39704.62414894997,0.216,1.0,102013.78855404884,25503.44713851221,1275.1723569256105,25018881642.880478,125094.40821440241,8.056440738737088
2044-10-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,4.691169233305197
2044-11-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,3.7728928404224504
2044-12-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,8.84410318653123
2045-01-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,2.0975252330269245
2045-02-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,13.449009753002334
2045-03-01,0.05,15019.333860416673,24257.053453919994,1.0,1.0,60077.33544166669,15019.333860416673,750.9666930208336,14733966517.068756,73669.83258534379,8.58810170296035
2045-04-01,0.3,16710.258148222187,26045.007205906004,0.216,1.0,66841.03259288875,16710.258148222187,5013.077444466656,16392763243.405966,491782.89730217896,2.85199152077217
2045-05-01,0.3,23015.285063549407,35836.900702644,0.216,1.0,92061.14025419763,23015.285063549407,6904.585519064822,22577994647.34197,677339.839420259,4.54232364548746
2045-06-01,0.05,23015.285063549407,35836.900702644,0.216,1.0,92061.14025419763,23015.285063549407,1150.7642531774704,22577994647.34197,112889.97323670985,2.930912556633314
2045-07-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,8.214560290098325
2045-08-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,4.283292104413744
2045-09-01,0.05,25503.44713851221,39704.62414894997,0.216,1.0,102013.78855404884,25503.44713851221,1275.1723569256105,25018881642.880478,125094.40821440241,9.986470833381226
2045-10-01,0.05,33107.858416621384,50827.72432852001,0.216,1.0,132431.43366648554,33107.858416621384,1655.3929208310692,32478809106.705578,162394.04553352788,6.188643823704217
2045-11-01,0.05,33107.858416621384,50827.72432852001,0.216,1.0,132431.43366648554,33107.858416621384,1655.3929208310692,32478809106.705578,162394.04553352788,0.6683734584186061
2045-12-01,0.05,18823.664759428837,29115.61122137601,0.216,1.0,75294.65903771535,18823.664759428837,941.1832379714419,18466015128.999687,92330.07564499846,4.157984395268901
2046-01-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,6.155706491887924
2046-02-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,6.3156646168801505
2046-03-01,0.05,16199.321007216417,25537.94970143,0.216,1.0,64797.284028865666,16199.321007216417,809.9660503608209,15891533908.079304,79457.66954039654,14.598843054844822
2046-04-01,0.3,23015.285063549407,35836.900702644,0.216,1.0,92061.14025419763,23015.285063549407,6904.585519064822,22577994647.34197,677339.839420259,3.737605252703609
2046-05-01,0.3,25503.44713851221,39704.62414894997,0.216,1.0,102013.78855404884,25503.44713851221,7651.034141553662,25018881642.880478,750566.4492864143,7.640652992164677
2046-06-01,0.05,22029.94923696273,34526.02895537,0.216,1.0,88119.79694785092,22029.94923696273,1101.4974618481365,21611380201.460438,108056.9010073022,11.479740635237903
2046-07-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,0.9045938503760826
2046-08-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,13.979017135413955
2046-09-01,0.05,27578.357429366217,43318.088653757,0.216,1.0,110313.42971746487,27578.357429366217,1378.917871468311,27054368638.20826,135271.8431910413,10.127425268542549
2046-10-01,0.05,31619.57767357292,48960.908139344,0.216,1.0,126478.31069429168,31619.57767357292,1580.978883678646,31018805697.775036,155094.0284888752,0.7089790646250975
2046-11-01,0.05,31619.57767357292,48960.908139344,0.216,1.0,126478.31069429168,31619.57767357292,1580.978883678646,31018805697.775036,155094.0284888752,2.839987180482117
2046-12-01,0.05,22029.94923696273,34526.02895537,0.216,1.0,88119.79694785092,22029.94923696273,1101.4974618481365,21611380201.460438,108056.9010073022,6.748539009257566
2047-01-01,0.05,16660.36566179785,26012.969913649995,0.216,1.0,66641.4626471914,16660.36566179785,833.0182830898925,16343818714.22369,81719.09357111846,5.065258302343395
2047-02-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,6.6005681499414095
2047-03-01,0.05,15855.828971048715,25083.372023589,1.0,1.0,63423.31588419486,15855.828971048715,792.7914485524358,15554568220.59879,77772.84110299395,7.2056293488647425
2047-04-01,0.3,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,5922.876308560334,19367805528.992294,581034.1658697688,6.599829422683959
2047-05-01,0.3,27578.357429366217,43318.088653757,0.216,1.0,110313.42971746487,27578.357429366217,8273.507228809865,27054368638.20826,811631.0591462478,7.264099164771564
2047-06-01,0.05,27578.357429366217,43318.088653757,0.216,1.0,110313.42971746487,27578.357429366217,1378.917871468311,27054368638.20826,135271.8431910413,1.4642296257073402
2047-07-01,0.05,23015.285063549407,35836.900702644,0.216,1.0,92061.14025419763,23015.285063549407,1150.7642531774704,22577994647.34197,112889.97323670985,7.921743662431609
2047-08-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,5.273581879137812
2047-09-01,0.05,19742.92102853445,30511.997746059995,0.216,1.0,78971.6841141378,19742.92102853445,987.1460514267225,19367805528.992294,96839.02764496148,3.9242874237740395
2047-10-01,0.05,27578.357429366217,43318.088653757,0.216,1.0,110313.42971746487,27578.357429366217,1378.917871468311,27054368638.20826,135271.8431910413,5.601622706908099
2047-11-01,0.05,17234.381818929316,26902.60329556201,0.216,1.0,68937.52727571726,17234.381818929316,861.7190909464658,16906928564.36966,84534.6428218483,2.9602142827469216
2047-12-01,0.05,16092.493548347811,25384.898371485004,0.216,1.0,64369.974193391245,16092.493548347811,804.6246774173906,15786736170.929203,78933.68085464601,5.433081715601105
2048-01-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,10.293111246574831
2048-02-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,9.03521028657568
2048-03-01,0.05,15312.548739827276,24547.482478278,1.0,1.0,61250.194959309105,15312.548739827276,765.6274369913639,15021610313.770557,75108.0515688528,5.266441300198393
2048-04-01,0.3,17990.041526968762,28071.936991415,0.216,1.0,71960.16610787505,17990.041526968762,5397.012458090629,17648230737.956356,529446.9221386907,0.606293063058057
2048-05-01,0.3,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,6035.863137510332,19737272459.658787,592118.1737897636,1.7667535115430253
2048-06-01,0.05,23015.285063549407,35836.900702644,0.216,1.0,92061.14025419763,23015.285063549407,1150.7642531774704,22577994647.34197,112889.97323670985,7.1031604165092865
2048-07-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,10.614803238454408
2048-08-01,0.05,19207.857956883792,29724.880684374995,0.216,1.0,76831.43182753517,19207.857956883792,960.3928978441896,18842908655.703,94214.54327851502,5.799232531675133
2048-09-01,0.05,20119.543791701108,30942.416425514013,0.216,1.0,80478.17516680443,20119.543791701108,1005.9771895850554,19737272459.658787,98686.36229829394,6.707555826966718
