Date,Capital financiero - acumulado,Precio por libra,Capital financiero,Ventas,Costos
2024-04-01,33132676985.43837,4227.673774716059,835731248.2621921,836299538.2621921,568290.0
2024-05-01,33968408233.700546,4557.622849970216,901000300.2253184,901568590.2253184,568290.0
2024-06-01,34869408533.92586,2984.6479803047105,589841439.0410388,590409729.0410388,568290.0
2024-07-01,35459249972.96692,5829.209309527063,1152539852.625922,1153108142.625922,568290.0
2024-08-01,36611789825.592804,3217.1282139222585,635829640.2102503,636397930.2102503,568290.0
2024-09-01,37247619465.80307,5453.374571144513,1078193903.7847466,1078762193.7847466,568290.0
2024-10-01,38325813369.58778,4461.750834953821,882035326.53932,882603616.53932,568290.0
2024-11-01,39207848696.12709,5105.532642637258,1009385367.5304598,1009953657.5304598,568290.0
2024-12-01,40217234063.65753,3010.449006101921,594945282.6937689,595513572.6937689,568290.0
2025-01-01,40812179346.35132,4296.926640389914,849430540.7508299,849998830.7508299,568290.0
2025-02-01,41661609887.10213,4069.16943789783,804376628.4979122,804944918.4979122,568290.0
2025-03-01,42465986515.60005,3533.7963235665616,698471510.8914095,699039800.8914095,568290.0
2025-04-01,43164458026.49147,4359.8573411673415,861879210.8250042,862447500.8250042,568290.0
2025-05-01,44026337237.31644,3842.34084200936,759506409.0546135,760074699.0546135,568290.0
2025-06-01,44785843646.37108,3120.256608194989,616666931.955668,617235221.955668,568290.0
2025-07-01,45402510578.32672,6022.635482313128,1190802553.9621131,1191370843.9621131,568290.0
2025-08-01,46593313132.28882,4285.375984742683,847145641.6552149,847713931.6552149,568290.0
2025-09-01,47440458773.944016,5675.656166890295,1122164655.9743161,1122732945.9743161,568290.0
2025-10-01,48562623429.918365,3738.45093393799,738955371.5857816,739523661.5857816,568290.0
2025-11-01,49301578801.504135,3832.7620551099203,757611576.2250273,758179866.2250273,568290.0
2025-12-01,50059190377.72919,5171.399245295171,1022414804.5979903,1022983094.5979903,568290.0
2026-01-01,51081605182.327194,4701.8913781618385,929538855.9279811,930107145.9279811,568290.0
2026-02-01,52011144038.25516,4318.568538195054,853711644.2857809,854279934.2857809,568290.0
2026-03-01,52864855682.54097,5584.979026440519,1104227309.1660995,1104795599.1660995,568290.0
2026-04-01,53969082991.70708,4481.835110885516,886008308.2742066,886576598.2742066,568290.0
2026-05-01,54855091299.98131,4321.122243877865,854216806.9348398,854785096.9348398,568290.0
2026-06-01,55709308106.91612,4863.193272817113,961446876.0850196,962015166.0850196,568290.0
2026-07-01,56670754983.001175,3377.358612093705,667525701.7199508,668093991.7199508,568290.0
2026-08-01,57338280684.721146,3114.4076117020195,615509909.6008161,616078199.6008161,568290.0
2026-09-01,57953790594.321976,4078.414265957893,806205399.0819112,806773689.0819112,568290.0
2026-10-01,58759995993.403854,4484.53376980336,886542144.9246165,887110434.9246165,568290.0
2026-11-01,59646538138.328476,4226.784322196856,835555300.7386239,836123590.7386239,568290.0
2026-12-01,60482093439.06708,3642.5482378228185,719984328.7018958,720552618.7018958,568290.0
2027-01-01,61202077767.768936,6045.681228399784,1195361360.4921825,1195929650.4921825,568290.0
2027-02-01,62397439128.26111,4525.875919075964,894720264.1906347,895288554.1906347,568290.0
2027-03-01,63292159392.451706,4919.974624709087,972679109.435936,973247399.435936,568290.0
2027-04-01,64264838501.887665,3981.1484667441523,786964713.2329617,787533003.2329617,568290.0
2027-05-01,65051803215.12062,3410.657659296721,674112770.4684906,674681060.4684906,568290.0
2027-06-01,65725915985.58914,734.5475571247839,144736626.0341933,145304916.0341933,568290.0
2027-07-01,65870652611.62331,3734.6735976492077,738208155.7970273,738776445.7970273,568290.0
2027-08-01,66608860767.42035,3470.879091084533,686025505.0552592,686593795.0552592,568290.0
2027-09-01,67294886272.475586,4551.76118827992,899840772.4977155,900409062.4977155,568290.0
2027-10-01,68194727044.9733,4284.920208374342,847055482.0102881,847623772.0102881,568290.0
2027-11-01,69041782526.9836,2670.765904010869,527750689.0301896,528318979.0301896,568290.0
2027-12-01,69569533216.01375,3367.6611094772,665607385.0775971,666175675.0775971,568290.0
2028-01-01,70235140601.09142,2921.660165177848,577381470.8614274,577949760.8614274,568290.0
2028-02-01,70812522071.95277,3206.452402781858,633717798.9464595,634286088.9464595,568290.0
2028-03-01,71446239870.8993,4729.396467552591,934979789.8275917,935548079.8275917,568290.0
2028-04-01,72381219660.72688,3835.2842885533946,758110513.176308,758678803.176308,568290.0
2028-05-01,73139330173.90315,5159.601222679831,1020080972.4738978,1020649262.4738978,568290.0
2028-06-01,74159411146.37706,5163.554493010337,1020862990.7487706,1021431280.7487706,568290.0
2028-07-01,75180274137.12581,3075.4878319987924,607810972.6606637,608379262.6606637,568290.0
2028-08-01,75788085109.78648,3580.2883341983134,707668352.7236123,708236642.7236123,568290.0
2028-09-01,76495753462.51003,4687.577356993206,926707320.210728,927275610.210728,568290.0
2028-10-01,77422460782.72075,3942.381384732762,779295982.2680054,779864272.2680054,568290.0
2028-11-01,78201756764.98882,1563.4246764898958,308701394.63739413,309269684.63739413,568290.0
2028-12-01,78510458159.62627,5061.977734061491,1000769530.1049688,1001337820.1049688,568290.0
2029-01-01,79511227689.73125,3266.3471774063228,645565915.6725714,646134205.6725714,568290.0
2029-02-01,80156793605.40385,5222.8494153066995,1032592447.3672795,1033160737.3672795,568290.0
2029-03-01,81189386052.7711,4487.91223386533,887210457.5914922,887778747.5914922,568290.0
2029-04-01,82076596510.36266,5960.672671073871,1178545347.4721687,1179113637.4721687,568290.0
